word	pronunciation	occurrences	mean length of utterance
even	iy v ih n	1	0.133
even	iy v ihn	1	0.149
even	iy v ih n	36	0.185527777777778
even	iy v ihn	1	0.211
even	iy v ih n	25	0.22456
even	iy v ihn	1	0.239
even	iy v ih n	78	0.300205128205128
even	iy v ih ng	4	0.23925
even	iy v ihn n	3	0.328333333333333
even	iy v ih nx	21	0.20952380952381
even	iy v iy ng	1	0.204
even	iy v n	3	0.143333333333333
even	iy v uh n	2	0.389
even	iy v uh nx	1	0.265
even	iy w n	1	0.143
even	n iy v ah n	1	0.26
even	uw n	1	0.101
even	v ih n	1	0.163
even	w iy m ah n	1	0.206
evening	iy v n ih ng	6	0.367333333333333
evening	iy v n ih ng ih	1	0.557
evenings	iy v n ih ng s	1	0.506
event	ah v eh n	1	0.225
event	ih v eh n t	1	0.265
event	iy v eh n t	1	0.524
event	iy v eh n tq	1	0.435
events	ah v eh n t s	1	0.336
events	ih v eh n t s	4	0.423
events	iy v eh n s	1	0.591
events	iy v eh n t s	2	0.4355
events	iy v t s	1	0.66
eventually	ah v eh n ch ah l iy	1	0.508
eventually	ah v eh n ch el iy	1	0.564
eventually	ah v eh n ch el l iy	1	0.51
eventually	ah v eh n ch ih l iy	1	0.509
eventually	ah v eh n ch uw l iy	1	0.5
eventually	ah v eh n sh ah	1	0.346
eventually	ah v eh n sh l iy	1	0.453
eventually	eh v eh n ch ah l iy	1	0.645
eventually	eh v eh n ch l iy	1	0.398
eventually	ih v eh n ch ah l iy	3	0.698333333333333
eventually	ih v eh n ch ih l iy	1	0.65
eventually	ih v eh n ch iy	1	0.317
eventually	ih v eh n ch l	1	0.388
eventually	ih v eh n ch l eh	1	0.369
eventually	ih v eh n ch l iy	2	0.4355
eventually	ih v eh n sh ah l iy	1	0.527
eventually	ih v eh n sh el iy	1	0.635
eventually	ih v eh n sh l iy	2	0.4555
eventually	iy v eh n ch ah l iy	1	0.458
eventually	iy v eh n ch ih l iy	1	0.453
eventually	iy v eh n ch l iy	2	0.516
eventually	iy v eh n sh t l iy	1	0.518
eventually	uw b ehn ch l iy	1	0.639
ever	ah v er	1	0.126
ever	eh er	5	0.2102
ever	eh er s	1	0.23
ever	eh r	3	0.184666666666667
ever	eh r v	1	0.12
ever	eh r v er	2	0.197
ever	eh v	2	0.158
ever	eh v ah	1	0.0758
ever	eh v ah r	8	0.3085
ever	eh v er	102	0.223833333333333
ever	eh v er w	1	0.241
ever	eh v ih	2	0.13105
ever	eh v ow	1	0.212
ever	eh v r ih	1	0.144
ever	er v er	1	0.168
ever	ih v er	1	0.154
ever	r eh v er	1	0.18
everett	eh v er t	1	0.443
everett	eh v r eh tq	1	0.342
evergreen	eh v er g r iy n	1	0.604
every	ah eh v r iy	1	0.294
every	ah f r iy	1	0.196
every	ah r ih	1	0.11
every	ah v r iy	2	0.2265
every	eh	1	0.151
every	eh f r iy	1	0.212
every	eh r	2	0.147
every	eh r ih	2	0.2
every	eh r iy	11	0.171909090909091
every	eh r v	1	0.178
every	eh r v r ih	1	0.206
every	eh r v r iy	4	0.231
every	eh v	2	0.14
every	eh v eh	1	0.092
every	eh v er	3	0.160333333333333
every	eh v iy	4	0.2325
every	eh v iy r ih	1	0.255
every	eh v r ih	16	0.2455625
every	eh v r iy	140	0.265864285714286
every	eh w r iy	1	0.267
every	r iy eh	1	0.166
every	w er iy	1	0.159
everybody	ah er b ah dx iy	1	0.324
everybody	ah v r iy b ah dx iy	1	0.31
everybody	ah v r iy b eh dx iy	1	0.404
everybody	eh er b aa dx ey	1	0.518
everybody	eh er b aa dx iy	1	0.454
everybody	eh er b ah dx iy	2	0.4195
everybody	eh er b ay	1	0.363
everybody	eh er b eh ih	1	0.295
everybody	eh iy b ah dx iy	1	0.323
everybody	eh r b ah d iy	1	0.366
everybody	eh r b ah dx ih	1	0.21
everybody	eh r b ah dx iy	1	0.336
everybody	eh r b ah iy	3	0.326666666666667
everybody	eh r b ey	1	0.401
everybody	eh r b iy	1	0.246
everybody	eh r b r eh dx iy	1	0.25
everybody	eh r b r ih	1	0.231
everybody	eh r ih b ah d iy	1	0.35
everybody	eh r ih b ah dx iy	6	0.388833333333333
everybody	eh r ih b ay	1	0.386
everybody	eh r ih b eh	1	0.353
everybody	eh r iy b	1	0.197
everybody	eh r iy b ah d iy	1	0.478
everybody	eh r iy b ah dx iy	3	0.412333333333333
everybody	eh r iy b ih d iy	1	0.394
everybody	eh r v b ah dx ih	1	0.259
everybody	eh r v b ah dx iy	6	0.2745
everybody	eh r v b eh dx ih	1	0.271
everybody	eh r v b ih dx iy	1	0.297
everybody	eh r v b uh dx iy	1	0.321
everybody	eh r v er b ah	1	0.265
everybody	eh r v r ih d ih	1	0.276
everybody	eh v ah dx iy	1	0.282
everybody	eh v er ah iy	1	0.318
everybody	eh v er b aa d iy	1	0.553
everybody	eh v er b aa dx iy	2	0.568
everybody	eh v er b aa ey	1	0.407
everybody	eh v er b aa iy	1	0.34
everybody	eh v er b ah d iy	3	0.448666666666667
everybody	eh v er b ah dx ih	1	0.353
everybody	eh v er b ah dx iy	6	0.404833333333333
everybody	eh v er b ah ih	1	0.335
everybody	eh v er b ah iy	1	0.31
everybody	eh v er b ao dx iy	1	0.7
everybody	eh v er b ih dx iy	1	0.36
everybody	eh v er m ah nx iy	1	0.529
everybody	eh v er v ah dx iy	1	0.36
everybody	eh v ih b ah dx iy	1	0.401
everybody	eh v iy b aa dx iy	1	0.552
everybody	eh v iy b aa iy	1	0.65
everybody	eh v iy b ah dx iy	3	0.497
everybody	eh v iy b ay	1	0.376
everybody	eh v r ah b ah iy	1	0.363
everybody	eh v r er b aa dx iy	1	0.447
everybody	eh v r ih	1	0.289
everybody	eh v r ih b aa d iy	2	0.462
everybody	eh v r ih b ah d iy	1	0.427
everybody	eh v r ih b ah dx iy	9	0.437888888888889
everybody	eh v r ih b ah iy	1	0.466
everybody	eh v r ih b ih d iy	1	0.393
everybody	eh v r ih b ih dx iy	3	0.463666666666667
everybody	eh v r ih v ah dx iy	1	0.554
everybody	eh v r iy b aa d iy	2	0.452
everybody	eh v r iy b aa dx ih	1	0.754
everybody	eh v r iy b aa dx iy	2	0.5225
everybody	eh v r iy b aa eh	1	0.504
everybody	eh v r iy b aa iy	1	0.514
everybody	eh v r iy b ah d ih	1	0.407
everybody	eh v r iy b ah d iy	7	0.503
everybody	eh v r iy b ah dx iy	26	0.503461538461538
everybody	eh v r iy b ah iy	2	0.379
everybody	eh v r iy b ay	2	0.419
everybody	eh v r iy b ih d iy	1	0.424
everybody	eh v r iy b ih dx iy	3	0.39
everybody	eh v r iy b uh dx iy	1	0.291
everybody	eh v r uh b aa iy	1	0.611
everybody	eh v r uw b aa iy	1	0.475
everybody	eh v r uw b ah dx iy	1	0.337
everybody	er v er b aa dx ih	1	0.423
everybody	er v r ih b ah dx ih	1	0.376
everybody	ih r b ih dx iy	1	0.313
everybody's	ah v r iy z	1	0.233
everybody's	eh er b aa iy z	1	0.693
everybody's	eh r b ah dx iy z	1	0.312
everybody's	eh r b ah s	1	0.274
everybody's	eh r b ey z	1	0.477
everybody's	eh r ih b ah d iy z	1	0.369
everybody's	eh r ih b ah ih z	1	0.522
everybody's	eh r ih b ah iy z	1	0.614
everybody's	eh r ih v ah dx iy z	1	0.37
everybody's	eh r v er b aa eh z	1	0.477
everybody's	eh v er b ah iy s	1	0.39
everybody's	eh v er b ih dx iy z	1	0.383
everybody's	eh v iy b uh iy s	1	0.551
everybody's	eh v iy z	1	0.237
everybody's	eh v r ah b aa dx ey s	1	0.619
everybody's	eh v r ah b ah dx iy z	1	0.404
everybody's	eh v r ih b aa ey z	1	0.497
everybody's	eh v r ih b ah dx iy sh	1	0.654
everybody's	eh v r ih b ah dx iy z	1	0.433
everybody's	eh v r ih b ih dx iy z	2	0.4075
everybody's	eh v r iy b ah d iy s	1	0.65
everybody's	eh v r iy b ah dx iy s	1	0.448
everybody's	eh v r iy b ah dx iy z	2	0.511
everybody's	eh v r iy b ah iy z	1	0.43
everybody's	eh v r iy b ih dx iy s	1	0.492
everybody's	f eh v r iy b ah dx iy z	1	0.544
everyday	eh v r ih d ey	1	0.396
everyday	eh v r iy d ey	28	0.532107142857143
everyday	eh v r iy dx ey	1	0.54
everyday	er v r iy d ey	1	0.527
everyone	ah v er ah n	1	0.326
everyone	eh r ah w ah n	1	0.236
everyone	eh r ih w ah n	1	0.274
everyone	eh r iy w ah	1	0.221
everyone	eh r w ah n	1	0.203
everyone	eh v er b ah n	1	0.324
everyone	eh v er ih n	1	0.251
everyone	eh v er w ah m	1	0.292
everyone	eh v er w ah n	2	0.484
everyone	eh v er w ah nx	1	0.251
everyone	eh v r ah w ah n	1	0.359
everyone	eh v r a w ah n	1	0.301
everyone	eh v r ih w ah m	1	0.45
everyone	eh v r ih w ah n	10	0.4241
everyone	eh v r ih w ah ng	1	0.358
everyone	eh v r ih w ah nx	2	0.3715
everyone	eh v r iy ah n	1	0.345
everyone	eh v r iy b w ah n	1	0.5
everyone	eh v r iy w ah n	14	0.570571428571429
everyone	eh v r iy w ah nx	3	0.487666666666667
everyone	eh v r uw w ah n	2	0.436
everyone	eh v w ah n	1	0.323
everyone	ow v er w ah ng	1	0.263
everyone's	eh r ih w ah n z	1	0.314
everyone's	eh r w ah n z	1	0.23
everyone's	eh v r ih w ah n z	1	0.426
everyone's	eh v r iy w ah n s	2	0.466
everyone's	eh v r iy w ah n t s	1	0.634
everything	ah v r ih dh eh ng	1	0.459
everything	ah v r iy th eh ng	1	0.484
everything	ah v r iy th ih ng	2	0.362
everything	eh er dh eh ng	2	0.345
everything	eh er dh eyn	1	0.408
everything	eh er dh ih ng m	1	0.356
everything	eh er ih th eh ng	1	0.439
everything	eh er th ih ng	1	0.339
everything	eh r ah ae ng	1	0.376
everything	eh r ah dh eh ng	1	0.434
everything	eh r ah dh ih ng	3	0.347
everything	eh r ah dh iy ng	1	0.361
everything	eh r ah th eh ng	2	0.459
everything	eh r dh ih ng	3	0.314666666666667
everything	eh r eh dh eh ng	3	0.401
everything	eh r ih	1	0.163
everything	eh r ih d en	1	0.324
everything	eh r ih dh ehn	1	0.279
everything	eh r ih dh eh ng	5	0.3956
everything	eh r ih dh ey ng	7	0.424571428571429
everything	eh r ih dh ih ng	5	0.391
everything	eh r ih dh iy ih ng	1	0.512
everything	eh r ih dh iy ng	1	0.317
everything	eh r ih hh dh ey ng	1	0.427
everything	eh r ih l iy ng	1	0.375
everything	eh r ih th eh ng	3	0.409333333333333
everything	eh r ih th eyn	1	0.451
everything	eh r ih th ih ng	11	0.390636363636364
everything	eh r ih z ey ng	1	0.387
everything	eh r iy dh eh ng	4	0.42825
everything	eh r iy dh ih ng	4	0.38375
everything	eh r iy ehn	1	0.245
everything	eh r iy th eh ng	3	0.485
everything	eh r iy th ey	1	0.538
everything	eh r iy th ih ng	24	0.423416666666667
everything	eh r iy th ih ng k	1	0.643
everything	eh r iy th iy ng	1	0.431
everything	eh r iy t ih ng	1	0.367
everything	eh r v ih dh ih ng	1	0.249
everything	eh r v r eh dh eh ng	1	0.356
everything	eh r v r ih th ih ng	2	0.461
everything	eh r v r ih th iy ng	1	0.383
everything	eh v er dh eh ng	1	0.354
everything	eh v er th ey ng	1	0.452
everything	eh v er th ih ng	1	0.377
everything	eh v ih th ae ng	1	0.48
everything	eh v iy th ih ng	2	0.464
everything	eh v r ah dh eh ng	1	0.405
everything	eh v r ah dh ih ng	1	0.487
everything	eh v r eh hh dh eh ng	1	0.416
everything	eh v r ih dh ey ng	3	0.472666666666667
everything	eh v r ih dh ih ng	5	0.3602
everything	eh v r ih dh iy ng	1	0.449
everything	eh v r ih dx ih ng	1	0.438
everything	eh v r ih th eh ng	1	0.426
everything	eh v r ih th hh ih ng	1	0.4
everything	eh v r ih th ih	1	0.326
everything	eh v r ih th ih ng	10	0.4349
everything	eh v r ih th iy ng	2	0.422
everything	eh v r iy dh ih ng	2	0.308
everything	eh v r iy th ae ng	1	0.556
everything	eh v r iy th eh ng	2	0.579
everything	eh v r iy th ey ng	9	0.679222222222222
everything	eh v r iy th ey ng g	1	0.928
everything	eh v r iy th ih	2	0.3125
everything	eh v r iy th ihn	1	0.338
everything	eh v r iy th ih n	1	0.439
everything	eh v r iy th ih ng	141	0.442553191489362
everything	eh v r iy th iy n	2	0.431
everything	eh v r iy th iy ng	8	0.450125
everything	eh v r iy t ih ng	1	0.444
everything	eh w iy dh ey	1	0.382
everything	er ah dh ih ng	2	0.398
everything	er hh ih ng	1	0.326
everything	er ih th ih ng	1	0.397
everything	n eh v r iy th ih ng	1	0.595
everything's	eh r iy th ih ng s	1	0.464
everything's	eh v r ih th ih ng z	2	0.561
everything's	eh v r iy th ih ng s	2	0.512
everything's	eh v r iy th ih ng z	3	0.42
everywhere	eh r v r uw w eh r	1	0.586
everywhere	eh r v r uw w v ah	1	0.442
everywhere	eh v er w er	1	0.408
everywhere	eh v iy w eh r	1	0.289
everywhere	eh v r ih w eh r	2	0.488
everywhere	eh v r iy w eh r	14	0.528857142857143
everywhere	eh v r uw w eh r	1	0.365
evidence	eh v ah dx eh n s	1	0.533
evidence	eh v ah dx ih n t s	1	0.462
evidence	eh v ih dx ah n s	1	0.509
evidence	eh v ih dx eh n s	1	0.472
evidence	eh v n ih n z	1	0.371
evidence	eh v uh dx ihn s	1	0.462
evident	eh v ih d ih n t	1	0.484
evident	eh v ih dx ihn tq	1	0.387
evidently	eh v ah d ehn tq l iy	1	0.555
evil	iy v ah l	1	0.452
evil	iy v el	6	0.262833333333333
evils	iy v el z	1	0.491
evolution	eh v ah l uw sh ih n	2	0.561
evolution	eh v ah l uw sh uh n	1	0.738
evolves	iy v ao l v z	1	0.868
evolving	iy v ao l v iy ng	1	0.733
ew	uw	2	0.19
ex	eh k s	8	0.19925
exacerbate	ih g z ae s er b ey dx	1	0.927
exacerbated	ih g z ae s er b ey dx ih d	1	0.86
exact	ih g s ae k	1	0.344
exact	ih g s ae k t	1	0.434
exact	ih g z ae k	1	0.28
exact	ih g z ae k t	2	0.384
exact	iy g z ae k t	2	0.2915
exact	s ae k	1	0.274
exactly	ay g s ae k ah iy	1	0.855
exactly	eh g s ae k l iy	2	0.5445
exactly	eh g z ae k l iy	4	0.48425
exactly	eh g z ae k l uw	1	0.434
exactly	eh s ae k l iy	1	0.627
exactly	eh z ae k l iy	1	0.468
exactly	ey g s ae k l iy	1	0.72
exactly	ey g z ae k l ey	2	0.669
exactly	ey g z ae k l iy	4	0.79175
exactly	g z ae k l ah	1	0.372
exactly	g z ae k l iy	1	0.613
exactly	ih g s ae hh l ih	1	0.467
exactly	ih g s ae k l iy	9	0.594666666666667
exactly	ih g s ae k t l iy	1	0.546
exactly	ih g s ae tq l iy	1	0.816
exactly	ih g z ae g l ih	1	0.398
exactly	ih g z ae g l iy	1	0.41
exactly	ih g z ae k el iy	2	0.7255
exactly	ih g z ae k l ah	1	0.521
exactly	ih g z ae k l ey	5	0.5664
exactly	ih g z ae k l ih	7	0.476571428571429
exactly	ih g z ae k l iy	34	0.662823529411765
exactly	ih g z ae k l uw	1	0.41
exactly	ih g z ae k t l iy	2	0.6425
exactly	ih k s ae k l iy	1	0.698
exactly	ih k z ae k l iy	1	0.481
exactly	ih z ae k t l ih	1	0.458
exactly	iy g z ae k l iy	1	0.708
exaggerated	ih g z ae zh eh r ey dx ih d	1	0.99
exam	ih g z ae m	1	0.335
exam	iy g z ae m	1	0.532
example	ah g s ae m p el	1	0.518
example	eh g s ae m p el	1	0.354
example	eh g z ae m p ah l	1	0.418
example	eh g z ae m p el	4	0.53225
example	eh g z aen p el	1	0.489
example	er g z ae m p el	1	0.597
example	g z ae m p el	1	0.46
example	ih g s ae m p el	3	0.548333333333333
example	ih g s aen p el	1	0.59
example	ih g z ae m p ah l	1	0.56
example	ih g z ae m p el	21	0.557761904761905
example	ih g z aen m p el	1	0.613
example	ih g z aen p el	2	0.4275
example	ih g z f ae m p el	1	0.68
example	ih z ae m p el	1	0.33
example	iy g z ae m p el	2	0.594
example	z ae m p el	1	0.389
examples	eh g z ae m p el z	2	0.5585
examples	ih g s ae m b el z	1	0.54
examples	ih g z ae m p el z	1	0.457
examples	ih g z aen p el s	1	0.834
excel	ih k s eh l	1	0.4
excellent	eh k s ah l ah n tq	3	0.475666666666667
excellent	eh k s el ahn	1	0.464
excellent	eh k s el eh n	1	0.428
excellent	eh k s l ah n t	1	0.318
excellent	eh k s l eh n	1	0.411
except	ay k s eh p t	1	0.508
except	eh k s eh b	1	0.298
except	eh k s eh p	2	0.328
except	f ae dh er s eh p	1	0.546
except	ih k s ah p	1	0.274
except	ih k s eh p	7	0.276285714285714
except	ih k s eh p t	4	0.41575
except	ih k s ih p t	1	0.266
except	k s ah p	1	0.266
except	k s eh p	1	0.255
except	k s eh p t	1	0.298
except	k t eh p	1	0.265
except	s eh	1	0.189
except	s eh p	1	0.276
except	uh k s eh p t	1	0.486
exception	ih k s eh p sh ah n	1	0.44
exceptional	ih k s eh p sh ah n el	1	0.435
exceptionally	ih k s eh p sh l ey	1	0.653
excess	eh k s eh s	5	0.4538
exchange	ih k s ch ey n jh	8	0.39125
exchange	ih k s ch ey n zh	1	0.426
exchange	ih k sh ch ey zh	1	0.344
exchanging	k s ch ey n jh ih ng	1	0.54
excited	eh k s ay d ih d	1	0.481
excited	ih k s ay dx ih t	1	0.672
excited	ih k s ay t ih d	1	0.439
exciting	ah k s ay dx ih ng	1	0.52
exciting	ah k s ay dx iy ng	1	0.587
exciting	ay k s ay ih ng	1	0.48
exciting	ih k s ay dx ih n	1	0.383
exciting	ih k s ay dx ih ng	6	0.5085
exciting	ih k s ay dx iy ng	3	0.526333333333333
exclude	ih k s k l uw d	1	0.555
excluding	k s k l uw d ih ng	1	0.611
exclusion	ih g s k l uw zh ih n	1	0.609
exclusively	ah k s k l uw s ah v l iy	1	1.26
exclusively	ih k s k l uw s ih v ah l iy	1	0.963
exclusively	ih k s k l uw s ih v l iy	1	0.737
excuse	ah k s k y uw s	2	0.626
excuse	ah k s k y uw z	1	0.478
excuse	ah s k y uw s	1	0.276
excuse	ah s k y uw z	1	0.277
excuse	eh k s k y uw z	2	0.4655
excuse	eh s k y uw z	1	0.253
excuse	ih k s k y uw s	6	0.682833333333333
excuse	ih k s k y uw z	2	0.416
excuse	sh k y ih z	1	0.39
excuse	s k ih s	1	0.244
excuse	s k uw z	1	0.392
excuse	s k y iy	1	0.278
excuse	s k y iy s	1	0.357
excuse	s k y uw z	3	0.309333333333333
excuse	s y uw z	1	0.245
excuses	ih k s k y uw s ih z	2	0.743
excuses	uh k s k y uw s ih z	1	0.613
executed	eh k s ih k uw d ih d	1	1.05
executed	eh k s ih k y ih dx ih b	1	0.408
executed	eh k s ih k y ih dx ih d	1	0.611
executed	eh k s ih k y uw d ih d	1	1.02
executed	eh k s ih k y uw dx ih d	1	0.692
executives	ih g z eh k ih dx ih v z	1	0.806
executives	ih g z eh k y ah dx ih v z	1	0.63
exercise	ae k sh er s ay z	2	0.578
exercise	eh k s ah s ay z	1	0.605
exercise	eh k s er s ay z	2	0.727
exercise	eh k s er s ay zh	1	0.596
exercise	eh k sh er s ay s	1	0.918
exercise	eh k sh er s ay z	1	0.59
exercise	eh k sh ih s ay sh	1	0.501
exercise	eh k s ih r s ay s	1	0.659
exercise	eh k s ih s ay s	1	0.881
exercise	eh k s s ay z	1	0.519
exercises	eh k s er s ay s ih z	1	0.748
exercises	eh k s er s ay z ih s	1	0.647
exercises	eh k sh s ay z ih z	1	0.598
exhaust	ih g z ao s	1	0.429
exhausted	ih g s ao s t ah d	1	0.98
exist	ih g z eh s t	1	0.42
exist	ih g z ih s	1	0.52
exist	ih g z ih s t	1	0.56
exist	uw g z ih s	1	0.368
existed	ih g z ih s t ih d	1	0.516
existence	ih k s ih s t ih n t s	1	0.691
existing	ih g s ih s t ih ng	2	0.581
existing	ih g z ih s t ih ng	1	0.511
exorbitantly	eh g z ow r b ah n l iy	1	0.543
exotic	ih g z aa dx ih k	1	0.655
expand	ah k s p ae n d	1	0.587
expand	ey k s p ae n d	1	0.587
expand	ih k s p ae n	2	0.5185
expand	ih k s p ae n d	1	0.521
expanded	ih k s p ae n d ih d	4	0.60125
expanded	ih k s p ae nx ih d	1	0.67
expanding	eh k s p ae ng	1	0.431
expanding	ih k s p eh n ih ng	1	0.381
expanses	ih k s p aen t s z	1	0.54
expansion	eh k s p ae n ch ah n	1	0.892
expect	ah k s p eh k t	1	0.395
expect	eh k s p eh k t	1	0.41
expect	er k s p eh k	1	0.541
expect	ey k s p eh k t	1	0.383
expect	ih k s p eh k	6	0.407166666666667
expect	ih k s p eh k t	7	0.390571428571429
expect	k s p eh k	2	0.295
expect	k s p eh k t	2	0.4315
expectation	eh k s p eh k t ey sh en	1	0.837
expectation	eh k s p eh t ey sh ah n	1	1.1
expectations	eh k s p eh k t ey sh ah n s	2	1.17
expectations	eh k s p eh k t ey sh en s	1	0.817
expected	eh k s p eh k t	1	0.407
expected	eh k s p eh k t ih	2	0.479
expected	eh k s p eh k t ih d	3	0.449666666666667
expected	eh k s p eh k t ih dx	1	0.41
expected	ih k s p ae k t ih d	1	0.572
expected	ih k s p eh k t	1	0.329
expected	k s p eh k t ih d	3	0.564666666666667
expecting	ah k s p eh k t eng	1	0.484
expecting	ah k s p eh k t ih ng	1	0.57
expecting	eh k s p eh k t ih ng	2	0.475
expecting	ih k s p eh k t en	1	0.485
expecting	ih k s p eh k t ih ng	1	0.544
expecting	ihn k s p eh k t ih ng	1	0.446
expecting	k s p eh t ih ng	1	0.642
expelled	ih k s p eh l d	2	0.8085
expelling	ih k s p aa l ey ng	1	0.661
expelling	ih k s p ah l ih ng	1	0.459
expelling	ih k s p eh l ih ng	1	0.518
expenses	eh k s p eh n t s ih s	1	0.847
expenses	ih k s p eh n s ih z	1	0.497
expenses	ih k s p eh s ih s	1	0.616
expensive	ah k s p ah n s v	1	0.411
expensive	eng k s p eh n s ih v	1	0.611
expensive	ey k s p eh n s ah v	1	0.717
expensive	ih k s p eh n s ih v	8	0.504375
expensive	ih k s p eh n s v	1	0.378
expensive	k s p eh n s ih v	1	0.488
expensive	uh k s p eh n t s ih v	1	0.517
exper	eh k s p iy r	1	0.793
experience	ah k s p ih r eyn ihn d s	1	0.793
experience	eh k s p er iyn ihn t s	1	0.665
experience	eh k s p ih r iy eh n s	1	0.902
experience	eh k s p ih r iy ih n s	1	0.648
experience	eh k s p ih r iy ihn s	1	0.729
experience	eh k s p iy r iy ah n t s	1	0.787
experience	eh k s p iy r iy eh n s	1	0.69
experience	ih g s p ih r iy ah n s	1	0.565
experience	ih k s p eh r ih eh n s	1	0.492
experience	ih k s p er ehn t s	1	0.519
experience	ih k s p er ih n s	1	0.442
experience	ih k s p er iy ah n s	1	0.735
experience	ih k s p er iy eh n s	2	0.671
experience	ih k s p er iy ih s	1	0.577
experience	ih k s p er iy n s	1	0.618
experience	ih k s p ih r eh n s	1	0.56
experience	ih k s p ih r iy eh n s	4	0.65475
experience	ih k s p ih r iy ih n s	1	0.455
experience	ih k s p iy r ih n s	1	0.647
experience	ih k s p iy r iy ah n s	5	0.4936
experience	ih k s p iy r iy eh n s	2	0.7005
experience	ih k s p iy r iy en s	2	0.5535
experience	ih k s p iy r iy ih n s	1	0.361
experience	ih k s p iy r iy th	1	0.623
experience	ihn k s p ih r iy ihn t s	1	0.707
experience	k s p ih r ih eh n s	1	0.521
experienced	eh k s p iy r ihn s t	1	0.471
experienced	ey k s p ih r iyn ihn s	1	0.741
experienced	ih k s p ih r iy en s t	1	0.793
experienced	ih k s p iy r iy ah n s t	1	1.14
experienced	ih k s p iy r iy ih n s	1	0.493
experiences	ah k s p ih r iy en s ih z	1	0.597
experiences	ih k s p ih r iy eh n s ah s	1	0.766
experiences	ih k s p ih r iyn ihn t s ih s	1	1.06
experiences	ih k s p iy r iy ah n s ah z	1	0.573
experiences	ih k s p iy r iy en s ih z	1	0.56
experiences	ih k s p iy r iyn t s ah s	1	0.783
experiences	ih k s p r ih nx s ih z	1	0.723
experiencing	ih k s p ih r iy eh n s ih ng	1	1.27
experiencing	k s p er iy ng s ih ng	1	1.01
experiment	eh k s p er m ah n t	1	0.468
experiment	ih k s p eh r ah m eh nx	1	0.522
experiment	ih k s p er em ehn t	1	1.13
experiment	ih k s p iy r m ih tq	1	0.647
experimental	ah k s p er ah m eh nx el	1	0.557
experimenting	eh k s p er m eh nx ih ng	1	0.9
experiments	ah k s p eh r ah m ah n t s	2	0.612
experiments	ih k s p eh r ah m ah n t s	1	0.49
expert	eh k s p er tq	1	0.47
expertise	eh k sh p ah t iy z	1	0.824
expired	ih k s p ay er d	1	0.399
explain	ah k s p l ey n	1	0.473
explain	eh g s p l ey nx	1	0.414
explain	eh k s p l ey n	2	0.5505
explain	ih g s p l ey n	1	0.431
explain	ih k s p l ey n	13	0.434615384615385
explain	ih k s p w ey n	1	0.585
explain	k s p l ey n	1	0.37
explained	ey k s p l eh n	1	0.444
explained	ih k s p l ey n	1	0.395
explained	ih k s p l ey n d	2	0.4515
explaining	ih k s p l eh nx iy ng	1	0.471
explaining	ih k s p l ey n ih ng	1	0.591
explaining	k s p l ey n ih ng	1	0.442
explicitly	ih k s p l ih s ah t l iy	1	0.755
exploding	ih k s p l ow dx ih ng ih	1	1.05
exploring	eh k s p l ao r ih ng	3	0.508666666666667
explosions	ih k s p l ow zh ah n z	1	0.64
explosions	ih k s p l ow zh en z	1	0.68
explosive	ih k s p l ow s ih v	1	0.636
exported	ih k s p ao r dx ih d	1	0.606
exporting	eh k s p ow r en	1	0.436
expose	ih k s p oy zh	1	0.402
exposed	eh k s p ow z t	1	0.587
exposed	er k s p ow z	1	0.538
exposed	ih k s p ow s	1	0.505
exposed	ih k s p ow s d	2	0.5845
exposed	ih k s p ow s t	1	0.508
exposed	ih k s p ow z	4	0.5525
exposed	ih k s p ow z d	4	0.50325
exposed	ih k s p ow z t	1	0.524
exposed	k s p ow s	1	0.348
exposure	ih k s p ow zh er	1	0.75
exposure	k s p ow zh er	2	0.671
express	ay k s p r eh s	1	0.524
